Comuna,Dose,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09
Cisnes,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,196,308,388,389,389,580,774,844,969,1028,1032,1039,1114,1183,1272,1324,1428,1428,1428,1447,1468,1495,1510,1524,1524,1524,1556,1630,1661,1689,1691,1691,1691,1732,1781,1798,1829,1867,1867,1867,1942,2048,2097,2130,2161,2161,2161,2195,2233,2268,2296,2327,2327,2327,2371,2415,2444,2466,2474,2474,2474,2494,2547,2591,2617,2634,2634,2634,2655,2696,2722,2761,2782,2782,2782,2805,2824,2841,2861,2861,2861,2861,2885,2910,2941,2962,2989,2989,2989,3019,3032,3048,3088,3112,3112,3112,3134,3158,3192
Cobquecura,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,368,469,469,551,643,808,956,1152,1276,1276,1276,1339,1488,1585,1641,1731,1731,1731,1791,1851,1895,1934,1972,1972,1972,2028,2061,2089,2131,2144,2144,2153,2225,2258,2309,2359,2398,2398,2398,2452,2496,2526,2572,2594,2594,2594,2622,2648,2676,2709,2775,2775,2775,2813,2848,2884,2912,2912,2912,2912,2933,2993,3096,3136,3198,3198,3199,3242,3255,3258,3280,3308,3308,3308,3317,3323,3335,3351,3359,3359,3359,3376,3395,3407,3415,3425,3425,3425,3448,3480,3506,3524,3555,3555,3555,3576,3607,3658,3686,3725,3740,3759,3796,3865,3909,4000,4000,4000,4000,4072,4097,4133,4169,4211,4211,4211,4261,4289,4304,4320,4340,4340,4340,4358,4363,4374
Cobquecura,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,348,439,439,522,625,785,947,1108,1232,1233,1233,1332,1457,1564,1630,1690,1690,1690,1752,1816,1851,1889,1926,1926,1926,1966,1999,2021,2062,2062,2062,2062,2114,2177,2241,2280,2330,2330,2330,2394,2427,2451,2505,2543,2543,2543,2579,2598,2614,2662,2705,2705,2705,2744,2781,2813,2839,2859,2859,2859,2874,2931,3019,3045,3119,3119,3119,3137,3160,3192,3213,3243,3244,3248,3259,3264,3277,3310,3310,3310,3310,3325,3344,3359,3380,3388,3388,3388,3408,3424,3442,3464,3491,3491,3491,3511,3529,3568
Cochamó,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,80,171,171,171,267,304,374,376,445,445,445,507,528,557,574,642,642,642,742,805,885,989,1068,1068,1068,1068,1068,1094,1105,1121,1121,1121,1187,1225,1227,1266,1332,1332,1332,1351,1380,1403,1404,1449,1449,1449,1481,1507,1550,1594,1625,1625,1625,1629,1650,1678,1719,1724,1731,1731,1783,1807,1848,1884,1888,1888,1888,1894,1907,1908,1911,1970,1970,1970,1971,1971,1972,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1999,2041,2064,2101,2112,2112,2112,2113,2151,2171,2212,2269,2269,2269,2286,2296,2298,2302,2302,2302,2302,2343,2395,2435,2461,2509,2509,2509,2523,2550,2550,2595,2595,2595,2595,2597,2597,2597.0
Cochamó,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,154,154,154,246,281,292,306,398,399,399,460,481,533,547,610,611,611,699,761,808,917,988,988,988,998,1000,1038,1052,1057,1057,1057,1124,1160,1173,1227,1246,1246,1246,1258,1291,1313,1316,1366,1366,1366,1393,1421,1469,1522,1558,1558,1558,1569,1582,1603,1642,1663,1663,1663,1718,1741,1749,1805,1823,1823,1823,1830,1831,1843,1847,1902,1902,1902,1909,1909,1913,1916,1916,1916,1916,1923,1924,1929,1931,1936,1936,1936,1960,1997,1997,2038,2038,2038,2038,2040,2073,2079
Cochrane,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,166,243,294,294,294,477,587,690,753,824,824,824,894,934,1033,1093,1123,1123,1123,1167,1180,1190,1218,1231,1231,1231,1242,1250,1265,1273,1284,1284,1284,1293,1300,1326,1336,1356,1356,1356,1374,1387,1404,1450,1466,1466,1466,1479,1484,1504,1524,1541,1541,1541,1551,1559,1565,1575,1575,1575,1575,1584,1589,1596,1609,1618,1618,1618,1624,1626,1629,1631,1641,1641,1641,1649,1658,1663,1668,1674,1674,1674,1679,1684,1692,1699,1706,1706,1706,1719,1732,1744,1758,1765,1765,1765,1773,1786,1804,1813,1822,1825,1827,1844,1860,1868,1880,1880,1880,1880,1928,1985,2026,2073,2130,2130,2130,2178,2218,2242,2268,2295,2295,2295,2313,2334,2345
Cochrane,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,75,150,229,279,279,279,450,546,655,714,790,791,791,857,905,998,1054,1088,1088,1088,1129,1144,1156,1179,1194,1194,1194,1212,1223,1235,1244,1244,1244,1244,1255,1267,1291,1302,1317,1317,1317,1336,1348,1363,1382,1396,1396,1396,1439,1448,1459,1478,1497,1497,1497,1508,1517,1526,1532,1535,1535,1535,1546,1550,1558,1567,1576,1576,1576,1585,1589,1592,1596,1607,1608,1608,1618,1627,1634,1638,1638,1638,1638,1645,1655,1663,1675,1685,1685,1685,1695,1712,1722,1734,1743,1743,1743,1753,1766,1784
Codegua,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,142,229,347,347,347,381,570,796,1022,1223,1223,1223,1426,1610,1772,1900,2020,2020,2020,2112,2204,2274,2341,2374,2374,2374,2494,2625,2757,2868,3016,3016,3016,3189,3339,3460,3610,3751,3751,3751,3889,4019,4138,4226,4332,4424,4424,4510,4601,4691,4794,4921,4960,4960,5101,5210,5330,5446,5446,5446,5446,5516,5587,5662,5760,5840,5840,5840,5888,5984,6071,6126,6140,6140,6140,6176,6226,6263,6315,6340,6340,6340,6406,6449,6526,6576,6626,6626,6626,6722,6822,6922,7001,7093,7139,7139,7230,7334,7452,7575,7717,7717,7717,7844,7969,8099,8320,8320,8401,8401,8520,8717,8883,8893,8995,9068,9068,9213,9361,9482,9532,9636,9693,9693,9796,9929,10041
Codegua,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,128,220,338,338,338,379,570,791,999,1182,1186,1186,1393,1577,1732,1870,1978,1979,1979,2070,2167,2242,2301,2334,2339,2339,2458,2591,2782,2949,2949,2949,2949,3134,3278,3406,3558,3693,3701,3701,3839,3963,4079,4171,4278,4344,4344,4445,4518,4610,4722,4842,4874,4874,5011,5121,5239,5348,5364,5364,5364,5442,5501,5578,5676,5749,5754,5754,5801,5905,5986,6037,6065,6065,6065,6096,6141,6182,6241,6242,6246,6246,6307,6363,6400,6428,6461,6463,6463,6518,6617,6723,6799,6882,6926,6926,7020,7126,7242
Coelemu,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,260,380,380,380,380,380,380,380,380,380,380,380,380,380,396,588,849,1113,1113,1113,1300,1533,1814,2071,2418,2418,2418,2628,2803,2976,3124,3268,3268,3268,3444,3603,3738,3898,4047,4069,4069,4252,4389,4537,4603,4689,4689,4689,4795,4938,5087,5187,5310,5310,5310,5366,5542,5670,5797,5908,5908,5908,6001,6146,6283,6419,6542,6542,6542,6714,6843,6981,7191,7191,7191,7191,7294,7363,7486,7587,7645,7645,7645,7671,7733,7770,7807,7866,7866,7866,7866,7866,7867,7923,7954,7954,7954,7995,8044,8086,8123,8167,8167,8167,8228,8303,8399,8455,8539,8539,8539,8633,8706,8825,8903,8973,8976,8976,9072,9227,9507,9703,9703,9703,9703,9869,10021,10151,10276,10334,10334,10334,10445,10646,10753,10797,10841,10841,10841,10897,10984,11091
Coelemu,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,294,376,376,376,376,376,376,376,376,376,376,376,376,376,376,379,379,379,379,379,379,393,572,818,1068,1068,1068,1262,1502,1782,2018,2328,2329,2329,2541,2735,2897,3069,3224,3224,3224,3407,3569,3706,3857,3988,3988,3988,4164,4293,4440,4547,4547,4547,4547,4696,4828,4977,5101,5222,5223,5223,5261,5442,5588,5714,5869,5870,5870,5919,6051,6183,6323,6441,6441,6441,6603,6727,6870,7043,7083,7083,7083,7191,7258,7374,7470,7549,7549,7549,7575,7644,7697,7726,7777,7788,7788,7789,7797,7804,7877,7877,7877,7877,7923,7979,8014,8059,8102,8102,8103,8157,8230,8306,8373,8462,8463,8463,8541,8613,8727
Coihaique,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,1303,1351,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1632,2237,2831,3446,3463,3463,3846,4274,5287,5990,6678,6714,6714,7594,8354,9028,9910,10815,10862,10862,11298,11682,12038,12478,12681,12683,12683,13031,13500,14059,14606,15164,15169,15169,15499,15823,16141,16542,16898,16913,16913,17348,17858,18272,18567,18913,18933,18933,19233,19630,19929,20288,20624,20624,20624,20935,21231,21566,21983,21983,22047,22048,22225,22429,22629,22802,22962,22964,22964,23140,23336,23546,23723,23879,23882,23882,24023,24217,24338,24519,24683,24699,24699,24863,24993,25151,25340,25658,25683,25683,25957,26224,26465,26733,26935,26970,26970,27195,27459,27757,27967,28202,28264,28264,28510,28876,29291,29684,29684,29942,29942,30813,31654,32284,32777,33426,33639,33639,34336,34820,35284,35564,35751,35789,35823,36029,36277,36655
Coihaique,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1238,1309,1381,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1385,1389,1395,1407,1407,1407,1409,1631,2180,2757,3327,3346,3346,3753,4202,5163,5847,6525,6553,6553,7429,8287,9130,10228,11142,11183,11183,11706,12257,12475,12688,12847,12847,12847,13129,13338,13889,14526,14528,14528,14528,14973,15351,15701,16039,16330,16336,16336,16815,17350,17780,18047,18393,18396,18396,18677,19074,19386,19715,20039,20052,20052,20409,20695,21006,21401,21536,21536,21536,21706,21918,22142,22300,22441,22451,22451,22610,22807,23015,23130,23225,23230,23230,23428,23668,23812,24027,24028,24064,24064,24276,24469,24675,24818,25126,25172,25172,25471,25764,25997,26246,26408,26438,26451,26697,27024,27262
Coihueco,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,335,517,549,549,760,939,1113,1352,1651,1681,1681,1993,2274,2548,2821,3001,3001,3001,3142,3278,3437,3557,3638,3638,3638,3847,4114,4351,4573,4734,4734,4734,4913,5145,5384,5710,6016,6023,6023,6319,6611,6832,7038,7284,7284,7284,7487,7703,7929,8166,8424,8424,8424,8642,8806,8924,9165,9165,9165,9165,9329,9458,9625,9815,10000,10000,10000,10039,10130,10191,10249,10299,10305,10305,10376,10431,10497,10565,10626,10626,10626,10689,10695,10763,10802,10845,10845,10845,10986,11106,11237,11342,11457,11533,11533,11689,11844,11979,12119,12264,12264,12264,12374,12524,12805,13063,13157,13157,13157,13425,13650,13984,14293,14584,14705,14705,15050,15285,15525,15588,15663,15689,15690,15741,15823,15958
Coihueco,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,309,497,530,530,719,894,1078,1302,1576,1604,1604,1929,2204,2467,2727,2911,2912,2912,3053,3219,3361,3464,3554,3554,3554,3722,3963,4160,4468,4468,4468,4468,4722,4956,5187,5515,5835,5835,5835,6118,6408,6638,6826,7076,7077,7077,7281,7509,7742,7959,8209,8210,8210,8433,8599,8743,8965,9006,9006,9006,9153,9279,9462,9616,9786,9798,9798,9865,9948,10010,10085,10150,10150,10150,10218,10264,10352,10466,10468,10468,10468,10538,10566,10623,10676,10712,10716,10716,10820,10928,11063,11156,11283,11326,11326,11504,11667,11792
Coinco,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,173,235,294,294,294,382,505,674,798,872,872,872,966,1078,1161,1242,1320,1320,1320,1383,1435,1466,1509,1515,1515,1515,1602,1690,1814,1888,1963,1963,1963,2070,2187,2281,2391,2464,2464,2464,2586,2712,2802,2872,2937,2937,2937,3005,3053,3118,3184,3244,3244,3302,3371,3420,3484,3538,3538,3538,3564,3582,3638,3691,3715,3720,3720,3720,3720,3800,3840,3865,3880,3880,3880,3882,3882,3882,3900,3915,3915,3915,3915,3941,3955,3966,3995,3995,3995,4018,4048,4089,4137,4179,4179,4179,4236,4290,4335,4381,4429,4429,4429,4488,4535,4581,4721,4778,4778,4778,4848,4920,4996,5048,5079,5079,5079,5177,5249,5291,5325,5356,5356,5356,5427,5467,5511
Coinco,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,124,124,124,124,127,171,229,276,276,276,372,494,648,781,852,853,853,954,1062,1142,1216,1291,1291,1291,1364,1419,1448,1490,1516,1516,1533,1601,1698,1806,1926,1926,1926,1942,2064,2164,2255,2356,2429,2429,2429,2553,2666,2769,2840,2894,2894,2894,2951,3006,3059,3128,3219,3219,3219,3295,3348,3400,3421,3425,3425,3425,3478,3546,3604,3640,3652,3652,3652,3661,3722,3757,3781,3805,3805,3805,3812,3813,3816,3847,3848,3848,3848,3857,3888,3908,3919,3945,3945,3945,3976,4005,4043,4082,4125,4125,4125,4185,4226,4275
Colbún,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,341,640,896,896,896,1179,1500,1813,2052,2244,2244,2244,2619,2973,3272,3458,3646,3646,3646,3835,4002,4152,4281,4369,4369,4369,4508,4651,4772,4899,4985,4985,4985,5171,5413,5717,5902,6085,6085,6085,6315,6504,6675,6842,6997,6997,6997,7204,7406,7579,7768,7925,7925,7925,8100,8291,8463,8638,8638,8638,8638,8761,8897,9060,9135,9239,9239,9239,9315,9397,9490,9550,9565,9565,9565,9642,9746,9817,9879,9930,9930,9930,9974,10060,10088,10128,10205,10205,10205,10361,10495,10635,10754,10897,10897,10897,11015,11249,11438,11573,11736,11736,11736,11887,12079,12266,12470,12470,12470,12470,12685,12827,12927,13082,13449,13449,13449,13689,13707,13718,13775,13941,13941,13941,14028,14106,14220
Colbún,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,330,608,864,864,864,1139,1459,1762,2000,2198,2198,2198,2557,2913,3212,3411,3584,3585,3585,3759,3920,4072,4199,4286,4287,4287,4422,4542,4670,4839,4839,4839,4839,5072,5310,5600,5779,5955,5958,5959,6165,6350,6549,6708,6844,6848,6848,7038,7223,7393,7576,7764,7764,7764,7921,8092,8263,8390,8441,8441,8441,8564,8708,8868,8953,9056,9056,9056,9112,9204,9306,9378,9433,9433,9433,9493,9580,9663,9738,9738,9738,9738,9792,9879,9910,9962,10049,10049,10049,10181,10324,10459,10554,10707,10708,10708,10853,11067,11239
Colchane,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,7,12,21,22,30,30,30,34,71,93,113,116,116,116,121,123,128,140,145,145,145,153,155,161,166,167,167,167,168,170,176,182,187,187,187,190,195,198,201,203,203,203,208,208,210,211,214,214,214,214,215,216,217,217,217,217,217,223,224,224,225,225,225,225,227,229,229,231,231,231,231,231,231,231,232,232,232,234,235,237,237,239,239,239,242,243,244,245,246,246,246,246,247,249,250,250,251,251,253,253,253,254,254,254,254,255,257,260,264,265,265,265,268,273,276,279,281,281,281,288,288,288
Colchane,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,7,11,16,22,25,25,25,31,46,72,83,92,93,93,102,107,118,131,134,134,134,134,137,140,142,142,142,142,150,151,153,155,158,159,159,165,171,178,180,180,180,180,184,187,187,188,191,191,191,191,193,193,193,195,195,195,196,198,198,200,200,200,200,200,203,208,209,209,209,209,209,209,211,211,211,211,211,214,215,216,219,221,221,223,223,225,225,225,227,227,227,228,228,229
Colina,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,1443,2398,2398,2398,3297,4512,5589,6742,8091,8232,8232,9501,10713,11809,12710,13602,13754,13754,14442,15007,15605,16172,16507,16508,16508,17486,18629,19647,20652,21705,21717,21717,22549,23388,24313,25611,27020,27089,27089,28333,29708,30946,32092,33518,33535,33535,34780,36002,37146,38632,40373,40391,40391,41767,42867,44181,45624,45624,45624,45624,46206,46764,47224,47634,48315,48317,48317,48615,48864,49302,49523,50252,50252,50252,50547,50880,51124,51754,52268,52274,52274,52668,52979,53453,53799,54585,54585,54585,55397,56229,57080,57905,58886,58906,58906,60238,61420,62335,63166,64197,64197,64197,65512,66814,67829,68707,68707,68723,68723,70334,71910,73443,74672,75850,75875,75875,77308,78412,79369,79862,80345,80345.0,80345.0,80345.5010,80345.5015020,80345.5015025400
Colina,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,516,1329,2205,2211,2213,3105,4292,5302,6544,7737,7806,7807,9077,10334,11390,12438,13243,13250,13251,13999,14624,15201,15754,16111,16115,16115,17019,18088,19062,20166,20168,20169,20169,21683,22610,23565,24760,26121,26153,26153,27422,28797,29874,30958,32307,32336,32337,33351,34617,35686,37114,38637,38673,38673,40145,41193,42252,43237,43381,43383,43383,43950,44518,45297,45998,46385,46396,46396,46520,46963,47427,47768,48367,48367,48367,48643,48981,49347,50023,50025,50042,50044,50718,51216,51766,52105,52691,52705,52707,53240,53966,54850,55722,56588,56625,56627,57943,59135,60059
Collipulli,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,354,480,555,555,790,1045,1378,1565,1797,1990,1990,2265,2453,2661,2841,3047,3047,3047,3203,3318,3432,3531,3607,3607,3607,3821,4175,4402,4662,4864,4867,4867,5063,5255,5446,5704,5904,5926,5926,6179,6465,6634,6820,6974,6974,6974,7138,7250,7420,7606,7789,7789,7789,7973,8120,8275,8432,8438,8438,8438,8517,8659,8784,8871,8968,8968,8968,9069,9184,9290,9359,9431,9431,9431,9501,9546,9601,9685,9761,9761,9761,9797,9857,9904,9931,10058,10058,10058,10192,10344,10441,10568,10684,10684,10684,10849,10991,11148,11280,11464,11464,11464,11579,11723,11925,12132,12201,12201,12201,12483,12767,13045,13331,13593,13593,13593,13805,14047,14212,14316,14412,14412,14412,14511,14594,14657
Collipulli,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,329,454,523,523,744,994,1305,1497,1725,1900,1900,2179,2374,2588,2762,2963,2963,2963,3133,3243,3353,3451,3528,3528,3528,3732,4037,4281,4533,4718,4718,4718,4924,5115,5294,5548,5768,5790,5790,6022,6302,6461,6631,6789,6791,6791,6945,7074,7231,7415,7571,7579,7579,7756,7901,8053,8203,8232,8232,8233,8307,8435,8555,8648,8749,8749,8749,8857,8978,9079,9149,9237,9237,9237,9300,9344,9396,9477,9531,9533,9533,9604,9657,9712,9761,9888,9888,9888,9995,10137,10229,10346,10472,10473,10473,10603,10727,10833
Coltauco,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,205,315,425,437,437,617,756,957,1126,1266,1283,1283,1534,1767,1984,2149,2270,2285,2285,2409,2506,2597,2686,2751,2767,2767,2972,3204,3417,3601,3737,3737,3737,3927,4085,4203,4385,4510,4510,4510,4697,4881,5020,5138,5207,5219,5219,5313,5406,5527,5678,5805,5816,5816,5987,6129,6253,6407,6407,6407,6407,6521,6624,6742,6818,6825,6825,6825,6898,7011,7104,7169,7214,7214,7214,7228,7260,7288,7345,7375,7385,7385,7423,7468,7483,7531,7594,7594,7594,7693,7814,7935,8041,8146,8146,8146,8294,8418,8553,8663,8776,8776,8776,8941,9096,9215,9408,9408,9408,9408,9540,9761,9962,10186,10316,10316,10316,10455,10665,10770,10800,10815,10831,10831,10859,10900,11003
Coltauco,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,105,197,311,413,423,423,609,742,941,1117,1250,1262,1262,1507,1732,1962,2116,2232,2246,2246,2377,2472,2559,2644,2715,2723,2723,2907,3123,3336,3661,3661,3661,3661,3853,3994,4124,4302,4415,4415,4415,4574,4777,4918,5036,5095,5095,5095,5164,5282,5412,5552,5690,5690,5690,5845,5969,6134,6280,6285,6285,6285,6380,6492,6620,6695,6723,6723,6723,6785,6898,6984,7057,7103,7103,7103,7126,7159,7186,7256,7256,7256,7256,7296,7353,7372,7407,7419,7419,7419,7473,7572,7679,7777,7868,7874,7874,8029,8147,8278
Combarbalá,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,110,110,110,110,110,110,110,110,110,110,110,110,110,110,353,543,729,729,729,882,987,1112,1258,1365,1365,1365,1609,1730,1852,2003,2097,2097,2097,2251,2374,2473,2583,2690,2690,2690,2845,2959,3084,3189,3296,3296,3296,3432,3585,3699,3813,3916,3916,3916,4013,4110,4173,4320,4408,4408,4408,4491,4572,4680,4800,4862,4863,4863,4914,4980,5057,5187,5187,5187,5187,5235,5308,5359,5460,5506,5506,5506,5557,5637,5692,5729,5779,5779,5779,5837,5888,5943,6004,6028,6028,6028,6081,6122,6170,6216,6233,6233,6233,6305,6363,6405,6458,6500,6500,6500,6628,6688,6746,6790,6849,6849,6849,6923,7023,7088,7168,7169,7169,7169,7289,7458,7572,7654,7757,7779,7779,7871,7953,8007,8054,8086,8088,8088,8139,8162,8167
